tweet_id,text,trust_expressed,anger_expressed,sadness_expressed,surprise_expressed,fear_expressed,disgust_expressed,joy_expressed,anticipation_expressed,trust_evoked,anger_evoked,sadness_evoked,surprise_evoked,fear_evoked,disgust_evoked,joy_evoked,anticipation_evoked
'1475451981007306756,"#NisamPrijavila Jer sam bila gola na ginekološkom stolu i ""isto mi je, jer me već vidio golu a on bi samo malo da je poljubi"".
Nisam prijavila jer sam ga povrijedila u samoodbrani i prijetio je da će on mene tužiti.
Nisam prijavila jer silovanja nije bilo: ""Samo sam je poljubio.""",0.036,0.098,0.039,0.038,0.142,0.027,0.163,0.001,0.033,0.010,0.020,0.114,0.018,0.053,0.006,0.004
'1475451745681739777,#NisamPrijavila kada je nepoznata osoba u sred bela dana pokušala da me uvuče u kola jer od potrebe da se zaštitim nisam uspela da pogledam broj registarskih tablica. Danima sam preispitivala svoj izgled i ponašanje misleći da sam nečim to izazvala.,0.029,0.090,0.039,0.039,0.171,0.032,0.130,0.053,0.013,0.017,0.025,0.082,0.030,0.022,0.046,0.001
'1475451404386930690,"Zašto žene ne prijavljuju nasilje odmah?

O inicijativi #nisamprijavila ovog jutra razgovarali smo sa Tanjom Ignjatović iz Autonomnog ženskog centra, a celo gostovanje pogledajte ovde  👇
https://t.co/es1BXvpdqE https://t.co/StZDoCtLy2",0.035,0.145,0.045,0.003,0.039,0.012,0.133,0.060,0.067,0.003,0.026,0.077,0.020,0.050,0.080,0.047
'1475451286384427008,"Povodom #nisamprijavila:

Sestru (tada drugi razred srednje škole) ošamari dečko u par prilika, ona mi se poveri, ja mu izmenjam lični opis momentalno, pa malo kasnije još jednom preventivno. Čisto zbog balansa na kome ceo univerzum počiva.

Slobodno prijavite starijem bratu.",0.010,0.095,0.048,0.038,0.059,0.028,0.120,0.129,0.007,0.043,0.018,0.051,0.017,0.028,0.056,0.021
'1475450767469387776,"#NisamPrijavila je poraz našeg društva!Žrtve nasilja nemaju povjerenja u institucije, koje bi trebalo da nas štite od nasilja,mali broj žena koje prijavi nasilje izložen je dodatnom institucionalnom nasilju.

Drage žene i djevojke važno je da ste progovorile
#ŠutnjaNasNeŠtiti",0.010,0.129,0.018,0.015,0.046,0.013,0.109,0.023,0.043,0.004,0.019,0.044,0.032,0.015,0.108,0.057
'1475449994761183242,Informer je NAVODNO podržao #NisamPrijavila u NAVODNOM tekstu o NAVODNOM nasilju nad NAVODNOM devojkom NAVODNOG repera. Navodno.,0.023,0.104,0.024,0.007,0.051,0.015,0.037,0.037,0.008,0.034,0.017,0.028,0.036,0.019,0.055,0.033
'1475449929187344389,@[user] @[user] Ne mislis valjda da one koje su mrtve zbog #nisamprijavila mogu da ti napisu tvit? Jbopasmtr. Nigde logike.,0.011,0.082,0.030,0.082,0.069,0.018,0.077,0.094,0.013,0.002,0.026,0.029,0.077,0.004,0.054,0.018
'1475449807237963785,pored ovoliko objava na temu #NisamPrijavila imam potrebu da svaku ženu naučim samoodbranom i da nakon završenog kursa delim suzavac ili biber sprej.,0.013,0.091,0.087,0.015,0.088,0.013,0.106,0.010,0.079,0.000,0.013,0.071,0.039,0.007,0.034,0.027
'1475449683627716608,"Dakle od #ženeujavnomprostoru i #nisisama do #NisamPrijavila i #NisamPrijavio - nema razgovora o nasilju bez da se provuče pedofilija. Obratite pažnju. Živimo u društvu koje odobrava nasilje nad ženama, a tolerira nasilje nad muškarcima i djecom. Bolesno.",0.024,0.140,0.010,0.036,0.047,0.020,0.093,0.036,0.031,0.012,0.040,0.061,0.027,0.008,0.101,0.016
'1475449487933988868,"Na temu #NisamPrijavila, ti muškarci uvek nastupaju sa pozicija moći, to su šefovi, asistenti, profesori. Kriju se iza pozicije.Meni je najveći utisak bio komentar starijih žena kad su se novi slučajevi pojavljivali u medijima-toga je uvek i svuda bilo.Umesto negiranja-izlecenje!",0.039,0.125,0.064,0.051,0.120,0.017,0.140,0.039,0.000,0.005,0.005,0.059,0.002,0.032,0.113,0.002
'1475449224405917705,"Women again show the willingness and courage to show the system (that does not recognise GVB as a security related issue) and society (which normalises GVB) that the threat is omnipresent.

Full support for every women who can't or doesn't want to talk about it. 

#NisamPrijavila https://t.co/LKxgx3ZVV4",0.013,0.033,0.001,0.040,0.029,0.068,0.037,0.034,0.030,0.048,0.018,0.048,0.042,0.069,0.004,0.024
'1475448632291774468,Vaspitavajmo sinove tako da #NisamPrijavila nikad više i nikome ne bude tema,0.072,0.091,0.018,0.033,0.105,0.012,0.091,0.069,0.030,0.017,0.068,0.026,0.020,0.053,0.032,0.059
'1475448583772155906,"#nisamprijavila je prilika da naucite da drzite debilsko misljenje za sebe i, ukoliko to nisu rijeci podrske, jezik za zubima. U kakvom prokletom svijetu zivimo dabogda sve izgorilo kad zene kroz ovo prolaze, jezim se i muka mi je dok citam 😭",0.057,0.147,0.009,0.034,0.055,0.098,0.141,0.046,0.004,0.029,0.039,0.030,0.043,0.030,0.047,0.011
'1475448411084230656,"#nisamprijavila jer prvih nekoliko mjeseci nisam ni bila svjesna toga što se desilo, a kasnije sam bila ucjenjivana, uhođena od strane počinitelja i nisam željela opet prolaziti kroz isto.",0.026,0.121,0.069,0.044,0.166,0.019,0.113,0.045,0.061,0.007,0.006,0.082,0.037,0.043,0.032,0.001
'1475448381803794432,"#nisamprijavila nijednu modricu, vucenje po podu, gadjanje stvarima, nijednu psiholosku igru- nestanak i pokusaj samoubistva kao i dopisivanje u ime clanova njegove porodice sve dok mi nije zapretio da ćemo zavrsiti kao Ksenija i Kapisoda i da ima utoku- tek tada #prijavilasam",0.010,0.137,0.019,0.061,0.117,0.045,0.071,0.045,0.038,0.017,0.028,0.038,0.006,0.016,0.048,0.001
'1475448364082896896,"Kada je u pitanju #NisamPrijavila i #NisamPrijavio, jako je tesko posmatrati tvitove i komentare i ostati normalan. LJUDI MORATE DA SHVATITE DA NASILJE NIJE SAMO AKO VAS NEKO PRETUCE ILI VAS PRIMORA NA BILO KAKAV VID SEKSA, NASILJE JE I ZANEMARIVANJE, VRIJEDJANJE ITD...",0.006,0.107,0.020,0.076,0.075,0.001,0.074,0.026,0.020,0.005,0.018,0.070,0.004,0.026,0.059,0.033
'1475448174143852549,@[user] @[user] Rale nece da ih jebe no samo da ih bije. #NisamPrijavila,0.010,0.093,0.024,0.086,0.067,0.026,0.121,0.082,0.034,0.008,0.066,0.029,0.038,0.016,0.025,0.043
'1475447830563237889,"Čitam #nisamprijavila i duša me boli kako zbog puno žena koje su pretrpele nasilje, tako i što sigurno u svom bliskom okruženju imam one koje trpe i ćute, a ja to ne znam, bar da ih zagrlim i ohrabrim....",0.023,0.111,0.006,0.002,0.085,0.029,0.153,0.037,0.033,0.011,0.019,0.041,0.026,0.023,0.009,0.009
'1475447692826484742,"N'oubliez pas : les mo(ve)ments féministes par # sont 1 déclencheur aidant à créer un récit avec un but organisé. 
N.Stojakovic publie l'histoire de sa sœur #nisamprijavila est  1 réponse régionale en solidarité avec cette affaire.
https://t.co/5TJI9YVZ2B https://t.co/wmXoeoWtDq",0.065,0.009,0.038,0.039,0.046,0.052,0.004,0.066,0.031,0.016,0.024,0.034,0.036,0.012,0.110,0.056
'1475447680235098113,16.01. recite NE nasilju. #NisamPrijavila https://t.co/bPMTfTd5cj https://t.co/6hsaANosbk,0.029,0.099,0.000,0.056,0.071,0.000,0.067,0.071,0.023,0.021,0.042,0.032,0.006,0.057,0.107,0.007
'1475447655144771587,#nisamprijavila ali su ga uhvatili policajci u civilu dok je bežao od mene koja sam ga jurila uzdajući  se u karate i ludu glavu. Dala sam izjavu i ništa se nije desilo jer je sin policajca.,0.064,0.142,0.005,0.012,0.128,0.002,0.136,0.009,0.016,0.029,0.030,0.016,0.029,0.023,0.050,0.082
'1475447303943213056,#NisamPrijavila има ли шта ново,0.010,0.049,0.001,0.021,0.041,0.013,0.160,0.031,0.069,0.058,0.005,0.066,0.006,0.016,0.077,0.002
'1475447128042393604,"Za sve #NisamPrijavila slučajeve u koje ljudi sumnjaju, serija na Netflixu “Unbelievable” - je za svaku preporuku",0.050,0.000,0.076,0.051,0.047,0.008,0.063,0.020,0.050,0.025,0.011,0.103,0.050,0.006,0.100,0.106
'1475447123437146117,#nisamprijavila jer se u podrumu nalazi ta osoba privezana za stolcu i moli boga svaki dan da ga pustim. Ja kao balerina plešem okolo njega i udarim da magičnim štapićem i kažem “ne danas”!!,0.025,0.039,0.074,0.019,0.122,0.019,0.131,0.007,0.040,0.037,0.026,0.059,0.004,0.000,0.010,0.022
'1475446940481556481,"Zašto se nasilje ne prijavljuje? #nisamprijavila  

Vanja Macanović iz Autonomnog ženskog centra 👇 https://t.co/MgN1LOYFKk",0.054,0.119,0.005,0.011,0.064,0.004,0.117,0.062,0.047,0.022,0.024,0.050,0.030,0.030,0.092,0.024
'1475446799796260866,Solidarität für die #NisamPrijavila (ich habe mich nicht gemeldet) Bewegung! https://t.co/UWDOWpXMBf,0.055,0.069,0.034,0.015,0.038,0.075,0.053,0.075,0.045,0.010,0.009,0.017,0.023,0.038,0.103,0.068
'1475446797338550284,"#NisamPrijavila Jer je on poznati ginekolog u Crnoj Gori, moćan čovjek. Nisam prijavila jer bi to ""bacilo ljagu"" na moje ćerke kad odrastu. Nisam prijavila jer bi ga moj otac ubio. Nisam prijavila jer mi je prijetio.
Nisam a znam da ima još žena sa istim iskustvom i to me izjeda.",0.050,0.108,0.006,0.033,0.099,0.024,0.156,0.008,0.037,0.030,0.019,0.062,0.031,0.081,0.013,0.013
'1475446421923024900,"#NisamPrijavila jer sam bila mala ,nakon nekog vremena sam rekla majci ali mi nije poverovala,osecala sam se kao da me niko ne razume i da sam sama na planeti...to je velika trauma i tuga za dijete od 13god!Kajem se sto nisam prijavila",0.017,0.107,0.027,0.005,0.058,0.019,0.087,0.055,0.075,0.011,0.050,0.052,0.032,0.055,0.028,0.026
'1475446391606493189,"La solidarité virtuelle permet de lancer des conversations sur la responsabilité, [...] et d'aider à archiver et à traiter les traumatismes. Ne sous-estimez pas le pouvoir que cela représente. #nisamprijavila, soyez assuré.e.s que les femmes des Balkans s'exprimerons + fort https://t.co/mvq06HKC9A",0.081,0.054,0.056,0.008,0.008,0.029,0.013,0.081,0.047,0.004,0.045,0.013,0.039,0.015,0.047,0.089
'1475445902059966464,"Ja imam toliko ovih #NisamPrijavila doživljaja, da me stid išta napisati sad.",0.024,0.168,0.080,0.057,0.085,0.013,0.019,0.059,0.103,0.036,0.089,0.059,0.045,0.033,0.013,0.017
'1475445444360691722,"Ako ste muško i osjećate se napadnuto s tvitovima #nisamprijavila vrlo vjerojatno ni ne prepoznajete nasilje u svojoj okolini, a neke oblike nasilja podrazumijevate.",0.018,0.133,0.021,0.036,0.097,0.013,0.044,0.048,0.032,0.023,0.028,0.039,0.002,0.006,0.086,0.066
'1475445388878524417,"Kod nas inženjera sve je stvar logike i if/then petlji. Tako i sa #NisamPrijavila 
Ukoliko se ne prijavi-&gt;niko se time ne bavi
Ukoliko vas neko kritikuje što ste prijavile “posle x dana/godina”-&gt; taj ne želi da se priča o tome
Ko ne želi da se priča o tome? Oni koji to rade.",0.004,0.097,0.006,0.062,0.054,0.056,0.114,0.012,0.063,0.003,0.019,0.069,0.013,0.018,0.014,0.023
'1475445331903094788,Oko 16.000 #nisamprijavila  priča na društvenim mrežama u samo par dana... Jezivo.,0.002,0.139,0.036,0.012,0.121,0.016,0.072,0.080,0.013,0.047,0.022,0.011,0.036,0.068,0.052,0.010
'1475445093809246212,"Uvaženi g. Zaštitniku gradjana, kako da država skoči na noge, kad su noge te države Jutka, Gašić, Čanak i Palma
, jer Jutka nije samo ime, već simbol nasilja i seksualnog uznemiravanja. Kao kvisling. #NisamPrijavila",0.001,0.149,0.035,0.024,0.087,0.001,0.096,0.066,0.009,0.005,0.024,0.009,0.037,0.068,0.042,0.039
'1475444848631111686,"#NisamPrijavila jer sam se dva puta obratila mami (sa 12 i 16 godina) i ona nije nista uradila. Ja sam bila dete, ali svesna da to sto mi se desilo nije smelo da se desi. Najvise me boli sto cak i ona zna da time nije stitila mene vec osobu koja me je povredila pre toliko godina",0.006,0.113,0.002,0.046,0.109,0.002,0.087,0.020,0.079,0.009,0.000,0.047,0.028,0.043,0.005,0.022
'1475444474604097536,"#nisamprijavila
Detalje NECU iznositi i komentare cu zaljucati. Posto se vec neko nasao pametan da kvoutuje i blokira kako ne bih videla sta pise.
Ovo je za tebe koja/i prolazis kroz slicno
Nisi sama❤️
I nisi sam💙
I moj dm je za tebe otvoren!",0.048,0.088,0.007,0.015,0.130,0.064,0.093,0.029,0.043,0.022,0.005,0.019,0.089,0.046,0.030,0.048
'1475444251077099527,"svaka cast svakoj zeni koja je uspela da skupi hrabrost da ispise celu pricu, a samim tim i da se seti svakog detalja iz tog trenutka.  svaka cast na hrabrosti da to podeli javno. niste same i nikad necete biti! #NisamPrijavila",0.034,0.111,0.057,0.082,0.095,0.028,0.090,0.070,0.022,0.010,0.035,0.033,0.043,0.029,0.044,0.083
'1475444149600071683,@[user] Ovaj i slični tvitovi su dokaz da je potrebna i #nisamprijavila akcija za LGBT zajednicu. Neverovatno koliko je srpsko društvo netolerantno i neempatično prema žrtvama https://t.co/efQaEnRRRQ,0.032,0.128,0.052,0.009,0.107,0.024,0.019,0.033,0.029,0.010,0.045,0.075,0.045,0.033,0.009,0.045
'1475443904740827136,"@[user] 2/2 #NisamPrijavila on tvrdi da si zelela. Sistem zeli savrsene zrtve, po mogucstvu nevina opatica i silovatelj stranac, ona se tukla krvnicki i jos snimljeno sve na kameri i bar 20 svedoka, a to nije nimalo realnost, vecina silovatelja je mnogo pametnija od toga",0.022,0.108,0.057,0.057,0.096,0.012,0.026,0.053,0.038,0.050,0.017,0.028,0.015,0.014,0.080,0.037
'1475443876521467909,"Ni ja #NisamPrijavila zato sto sam bila u  inostranstvu, nisam imala nikog svog tu, plus sam mislila da sam ja kriva, dok nisam vremenom shvatila da nisam, svakako svim zenama ovog sveta zelim da porucim da su heroine i da im se divim na snazi",0.028,0.067,0.057,0.003,0.128,0.005,0.089,0.005,0.040,0.013,0.006,0.068,0.048,0.001,0.028,0.050
'1475443871823900674,Mislila sam ako si slobodan da dođeš da zajedno čitamo #nisamprijavila iskustva i da plačemo,0.004,0.101,0.052,0.025,0.071,0.039,0.077,0.095,0.024,0.007,0.012,0.024,0.048,0.045,0.057,0.033
'1475443836956692481,@[user] Ponosna manjina ovdje. I podrška #NisamPrijavila naravno,0.004,0.099,0.069,0.059,0.096,0.026,0.102,0.075,0.039,0.032,0.057,0.093,0.005,0.015,0.044,0.027
'1475443734871478276,"@[user] 1/2 #NisamPrijavila Zato sto su na prvom mestu nasi zakoni jezivo losi. Na drugom mestu, to je izuzetno tesko dokazati. Oko 80-90% silovatelja je iz bliske okoline, znaci imas neki prethodni odnos sa njima (porodica, kum, prijatelj, decko) pa to komplikuje stvari jer",0.044,0.169,0.052,0.019,0.074,0.025,0.116,0.145,0.002,0.018,0.011,0.035,0.067,0.050,0.063,0.029
'1475443405706698758,"Vidim pod #NisamPrijavila nekoliko potpuno  identicnih twitova, jel ovo neka kampanja ili sta?",0.009,0.144,0.067,0.019,0.138,0.001,0.079,0.068,0.071,0.028,0.015,0.038,0.021,0.008,0.058,0.064
'1475442821041725440,"Volim kako se tviter zajednica listom šokira zbog #NisamPrijavila u fazonu ju nismo znali gde živimo, vidi 15k tvitova za dan, kao da živimo u nekoj bajci gde muškarci nose frakove i bele rukavice dok pridržavaju ženama ruku da izađu iz kočije. https://t.co/6JuBUDTj0L",0.016,0.079,0.055,0.041,0.047,0.008,0.100,0.043,0.027,0.020,0.022,0.051,0.018,0.071,0.026,0.066
'1475442151815368709,"Ne nisu svi muškarci takvi, od kad je krenuo #NisamPrijavila,  pisali su mi kolege sa kojima sam nekad radila, bivši dečko, prijatelji, samo da kažu koliko im je sve to užasno i da nisu imali svest koliki je problem. Nisu svi isti, ali nasilnicima nećemo čuvati imidž. https://t.co/xH62a47JsV",0.035,0.128,0.032,0.059,0.057,0.088,0.072,0.053,0.023,0.025,0.019,0.015,0.018,0.043,0.067,0.021
'1475441952749494275,#NisamPrijavila jer smo bili u vezi i `voleli se`...,0.028,0.115,0.015,0.030,0.125,0.016,0.098,0.059,0.090,0.060,0.009,0.039,0.001,0.003,0.007,0.063
'1475441758884581381,"@[user] Čak i N1 govore o #nisamprijavila u prošlom vremenu, bilo i prošlo, ""toliko"" objava i gotovo.",0.001,0.081,0.075,0.040,0.058,0.002,0.092,0.099,0.001,0.012,0.019,0.001,0.025,0.015,0.005,0.049
'1475441318721695752,"#NisamPrijavila jer sam bila klinka, a on mi je bio drug i mesecima nakon toga sam se pravila da sam jaka i da se ništa nije desilo. #NisamPrijavila a trebala sam jer ko zna koliko ih je bilo koje su prošle kao ja...",0.058,0.086,0.039,0.063,0.127,0.014,0.125,0.116,0.052,0.004,0.017,0.084,0.021,0.073,0.021,0.029
'1475441258223095816,"@[user] Iskreno, u ovom drustvu #nisamprijavio cemo i teze i sporije to vidit od #nisamprijavila 🤷",0.013,0.062,0.012,0.048,0.033,0.031,0.121,0.093,0.062,0.039,0.022,0.011,0.017,0.012,0.021,0.009
'1475441169677045774,"Управо сам пребио три жене на улици, сада идем по интернету да ширим дезинформације о женској анатомији 

 #NisamPrijavila https://t.co/tyuODB2yPq",0.012,0.104,0.043,0.035,0.082,0.011,0.105,0.070,0.023,0.004,0.024,0.073,0.010,0.038,0.039,0.049
'1475441067164065796,#NisamPrijavila: Hiljade javnih svjedočenja o nasilju https://t.co/mBzIFXKECK via @[user],0.020,0.145,0.035,0.012,0.072,0.026,0.003,0.070,0.048,0.021,0.071,0.076,0.006,0.014,0.043,0.008
'1475441002785685510,Zahvaljujući #NisamPrijavila sam saznao da su neke od mojih prijateljica bile u istoj situaciji i meni se sada štroje neki momci onim kuhinjskim noževima koje sam kupio u Maxiju.,0.025,0.059,0.043,0.020,0.151,0.044,0.074,0.085,0.045,0.042,0.033,0.053,0.073,0.018,0.005,0.007
'1475440886842540032,"#NisamPrijavila
#NisamPrijavio
#PrijavilaSam
#PrijavioSam 
Koliko žena treba životom da plati nesprovođenje zakona? https://t.co/PbjmNcPTXG",0.036,0.129,0.050,0.045,0.087,0.015,0.102,0.059,0.001,0.027,0.001,0.073,0.012,0.008,0.064,0.008
'1475440742684319747,"Bila sam dijete. Rekla sam mami. Tata je zvao policiju. Ispala lazov. ""Ne secam se dobro."" ""Mora da sam sanjala ili gledala neki film."" 

Sramota. Zato tata pije. Zato je mama izgubila posao. Zato smo isterani iz stana. Bolje da #NisamPrijavila",0.079,0.076,0.018,0.014,0.115,0.049,0.098,0.056,0.082,0.026,0.028,0.028,0.014,0.082,0.031,0.021
'1475440218333450245,"#NisamPrijavila negde u ovo vreme,dolazim sa fakulteta u rodni grad. Skupilo se društvo iz srednje,spremamo se za doček Nove godine,ali pre toga, diskoteka koja je u hotelu na vidikovcu, nekoliko kilometara van grada. Disk-džokej moj brat, ali on odlazi ranije, pa👇",0.018,0.128,0.019,0.003,0.073,0.010,0.071,0.067,0.106,0.002,0.022,0.008,0.031,0.020,0.008,0.088
'1475440168693817348,"#NisamPrijavila jer znam da u ovakvom kvazi-organizovanom sistemu drzava mi nikako nece biti od pomoci. Drugi put sam prebila coveka. Sledeci put kad se desi, videcete me na vestima za pocinjen homicid. Dosta mi je i zelim da slobodno setam ulicom, noc ili dan, kako god obucena.",0.023,0.131,0.041,0.040,0.143,0.002,0.112,0.113,0.057,0.039,0.022,0.025,0.016,0.029,0.001,0.002
'1475440021280808965,"Da li je #NisamPrijavila pokrenuli Djilasovi supruga i tast,  obzirom da oni imaju iskustva u toj oblasti, a dobio je i propisnu kaznu !",0.021,0.076,0.003,0.040,0.073,0.007,0.073,0.084,0.011,0.045,0.050,0.077,0.014,0.003,0.083,0.014
'1475439994118496257,"#trenutna Švedska policija se sa plaćenim oglasom na FB bori protiv nasilja u bliskim relacijama. Božić/slobodni dani sa dosta alkohola su obično kritično vrijeme sa povišenim nasiljem u bliskim relacijama.
""Udaranje, prijetnje i vrijeđanje su ozbiljan prekršaj!""
#nisamprijavila https://t.co/3BFpctBMpR",0.011,0.134,0.057,0.029,0.041,0.005,0.101,0.093,0.015,0.009,0.016,0.064,0.007,0.003,0.060,0.010
'1475439923654189065,"...tri stranice njegovog (ne)pismenog odgovora u kojima objašnjava razloge iz kojih sam ja frustrirana pa sam ga prijavila, a on je htio samo da me ""relaksira"".  Komisiju #NisamPrijavila",0.067,0.131,0.046,0.017,0.100,0.015,0.070,0.076,0.012,0.014,0.005,0.042,0.024,0.016,0.033,0.009
'1475439922043572229,"#NisamPrijavila bezbroj puta, ali JESAM PRIJAVILA nedavno ljigave nasilno-seksističke komentare na radnom mjestu.  Uz malo oklijevanja, oformljena je komisija i ljigavcu izrečena opomena i naloženo da mi se izvini - primjereno nedjelu.  MEĐUTIM, u zapisnik komisije uvrštene su...",0.004,0.152,0.003,0.022,0.029,0.026,0.094,0.072,0.021,0.030,0.009,0.070,0.066,0.017,0.062,0.039
